"var","param","est","se","mean_MR","N","bic","mean_pm25","mean_temp"
"Urban Commune","(Intercept)",-4.70360101032486,0.0274478722973774,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","pm25Exp_10ug",0.017613475624568,0.00515830763387535,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","landTemp",-0.0127252929229597,0.000515514384261246,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2002-2",-0.0248756706378051,0.017071550236833,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2002-3",0.0993002063211721,0.0188552420116176,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2002-4",0.118642936217609,0.0206697336183622,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2003-1",0.0194579787190239,0.0194078864175778,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2003-2",-0.0308669698141938,0.0178205158144102,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2003-3",0.119255222624295,0.0170491327732721,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2003-4",0.107790962849245,0.0174513493812191,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2004-1",-0.00820227705795802,0.0172222973564832,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2004-2",0.0662047494149582,0.0286451261708856,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2004-3",0.0805641136802407,0.0295638708468886,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2004-4",0.0497265800924225,0.0282262240762919,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2005-1",-0.0142750897065354,0.0171336275034829,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2005-2",-0.0166029880948374,0.0173434573401462,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2005-3",0.0533926792230528,0.0188091346164514,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2005-4",0.0545462851650851,0.0200941172304626,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2006-1",-0.0482601415021328,0.0204074592651745,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2006-2",-0.110906095354935,0.0190706345750323,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2006-3",0.0184312365828238,0.01990859050678,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2006-4",0.0427901496141434,0.0183109417164216,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2007-1",-0.0627690238643584,0.0199415790664299,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2007-2",0.00709142352868499,0.0205585351501745,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2007-3",0.109741681265177,0.0189667076341668,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2007-4",0.0663839131502752,0.021057921602934,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2008-1",-0.0363800583986478,0.01918226034935,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2008-2",-0.12459621329481,0.0193953310807963,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2008-3",-0.0416474781055623,0.0202792714974429,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2008-4",0.00424701725909088,0.0207871380646544,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2009-1",-0.0547415104400295,0.0200927628758187,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2009-2",-0.123947149753226,0.0223346039913193,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2009-3",-0.0438463669115282,0.0210230456941835,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2009-4",0.034558356104627,0.0211873612195658,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2010-1",-0.0368818704030662,0.0213425729462101,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2010-2",-0.113367343169159,0.0202903478714646,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2010-3",0.106631167150189,0.0221541987351748,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2010-4",0.0537275157818128,0.0202452502969385,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2011-1",-0.101289712506477,0.0210043785075889,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2011-2",-0.134246453598052,0.0233711023547155,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2011-3",-0.0221924046775678,0.0206165501143806,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2011-4",0.00681653261924759,0.0194757468753307,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2012-1",-0.0405675661439052,0.0198491825233194,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2012-2",-0.115109614223347,0.021754224884435,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2012-3",0.0436370622444209,0.0216965355244929,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2012-4",0.013904086549969,0.020553737050383,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2013-1",-0.0816724902574358,0.0225516797001107,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2013-2",-0.158688252459318,0.0205138287312073,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2013-3",-0.0168322111631385,0.020491802382139,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2013-4",0.00752051341107359,0.0195098043311724,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2014-1",-0.125774818805997,0.0219271997317173,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2014-2",-0.123991164812789,0.0213198433361471,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2014-3",0.00616047540678351,0.0194031637952564,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2014-4",-0.0116091642109333,0.0205368631944969,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2015-1",-0.082942873392941,0.0218776996773362,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2015-2",-0.165170577459935,0.0194036689902199,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2015-3",-0.0426128656605693,0.0196317893397791,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2015-4",-0.0110704159199495,0.0195444058166424,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2016-1",-0.11145511141096,0.0203151050257025,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2016-2",-0.184133199468024,0.0205023549345372,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2016-3",-0.0194667066291375,0.0207046871777695,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2016-4",-0.0483835746801392,0.0200299792605564,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2017-1",-0.11417001440273,0.022659785660949,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2017-2",-0.11462261814358,0.0203855317431055,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2017-3",-0.0400738763213404,0.0214107239132181,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2017-4",-0.0573362914769886,0.0206626071525367,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2018-1",-0.176048325467027,0.0212199301229385,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2018-2",-0.17998374505711,0.0213144307723533,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2018-3",-0.0400470428362353,0.0201276995871222,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2018-4",-0.0527998367601443,0.0203761382432537,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2019-1",-0.163104942398856,0.0218404264735458,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2019-2",-0.167265272812723,0.0216489291808608,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2019-3",-0.0857324412764401,0.0208261247798733,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","year_quarter2019-4",-0.0377918807511025,0.021515259941756,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune1107",-0.240334705368218,0.0019595309403755,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2101",0.0503155980387695,0.00174774105243723,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2102",0.0346368003978237,0.00160407651284527,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2104",-0.0282259526151386,0.0014819258351879,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2201",0.0584974634154203,0.00331806155377338,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2301",0.0663477198209717,0.00113984021956398,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune2302",-0.477608686550218,0.00679281404187251,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3101",0.000583876327334225,0.00185258964279674,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3102",-0.375524971386911,0.000900781566328341,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3103",-0.110827838578584,0.0017531493052818,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3201",-0.0941830052218536,0.000589903821938693,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3202",0.102136280518628,0.0034061351826777,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3301",-0.0319422507860477,0.00247377694829596,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune3304",-0.233948793399752,0.00260408005659732,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune4101",-0.146759657696198,0.00310908039790773,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune4102",-0.171923718506597,0.00268587906301545,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune4103",-0.137094334969197,0.00133054970796937,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune4203",-0.376860946171215,0.00419340068519893,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune4301",-0.132100690594246,0.00243423129229918,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5101",-0.0852683800372961,0.00219957126462233,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5103",-0.276590367712423,0.00304681880571962,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5105",-0.249963422840088,0.00415144099052948,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5107",-0.348010163526408,0.00379039674459324,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5109",-0.154084443133625,0.00243011557510001,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5301",0.0317256862778689,0.000702614716284961,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5302",-0.355631356907122,0.000453793181532985,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5303",-0.126756773498836,0.00054553645636511,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5401",-0.214348412779118,0.00361588578102516,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5403",-0.254631558902551,0.0041276232217108,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5501",-0.0298356099425458,0.00241385808345303,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5502",-0.0493888523884537,0.00248198468045144,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5504",-0.223473506176542,0.00336954656716456,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5506",-0.0808807997567548,0.00294556651082625,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5601",-0.0789942444935407,0.00260786015494626,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5602",-0.614118002050651,0.00359896044916609,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5603",-0.464574314341237,0.00305758236647134,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5604",-0.81134981718845,0.00384049489827785,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5605",-0.882072284956502,0.00393156214325359,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5701",-0.0267208463493485,0.000179235458579601,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5703",-0.0936012086802806,0.0013615454180766,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5801",-0.0594298006376152,0.00160505989353807,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5802",0.0888190838855287,0.00224513741470747,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune5804",-0.0375460787098731,0.00106386695826063,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6101",-0.103170522787077,0.0036963836924297,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6105",-0.234942443689831,0.00250252777702867,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6106",-0.131693245193112,0.00360519396797512,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6108",-0.165237466572558,0.00352934314210841,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6110",-0.205371346145577,0.00340450197596208,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6112",-0.0982935977695542,0.00196325203364475,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
"Urban Commune","commune6115",-0.154996377777766,0.00252039577255571,5.83789284386096,34560,187740.156085629,22.2366590562582,24.9514818504884
